29172625;Castelândia;Serra;Rua Natalino Ribeiro;ES
29172626;Castelândia;Serra;Rua San Marino;ES
29172627;Castelândia;Serra;Rua Itabira;ES
29172628;Castelândia;Serra;Rua São Pedro - lado par;ES
29172629;Castelândia;Serra;Rua I;ES
29172631;Castelândia;Serra;Rua Romênia - lado ímpar;ES
29172632;Castelândia;Serra;Rua Hélio Viana;ES
29172633;Castelândia;Serra;Rua Wilson César Nascimento Filho;ES
29172635;Castelândia;Serra;Avenida Nossa Senhora dos Navegantes;ES
29172638;Castelândia;Serra;Rua G;ES
29172639;Castelândia;Serra;Rua E;ES
29172640;Castelândia;Serra;Rua Leão Castello;ES
29172641;Castelândia;Serra;Rua João Alves da Motta Netto;ES
29172642;Castelândia;Serra;Rua Rússia;ES
29172643;Castelândia;Serra;Rua Raimundo de Oliveira;ES
29172645;Castelândia;Serra;Rua D;ES
29172647;Castelândia;Serra;Rua São Pedro - lado ímpar;ES
29172648;Castelândia;Serra;Travessa Terezinha Grechi Basílio;ES
29172649;Castelândia;Serra;Rua R - lado ímpar;ES
29172650;Castelândia;Serra;Rua José de Marco;ES
29172651;Castelândia;Serra;Rua Ralph Brememkamp Cunha Lima - lado ímpar;ES
29172652;Castelândia;Serra;Rua B - lado par;ES
29172655;Castelândia;Serra;Rua Aderbal Athaíde Guimarães;ES
29172660;Castelândia;Serra;Rua Lourival Ribeiro Pimentel;ES
29172665;Castelândia;Serra;Rua Alvim Machado;ES
29172670;Castelândia;Serra;Rua Geraldo Costa Alves;ES
29172675;Castelândia;Serra;Rua N;ES
29172680;Praia da Baleia;Serra;Avenida Desembargador Antônio José Miguel Feu Rosa;ES
29172682;Praia da Baleia;Serra;Rodovia ES-010;ES
29172684;Praia da Baleia;Serra;Rua B;ES
29172686;Praia da Baleia;Serra;Rua C;ES
29172687;Praia da Baleia;Serra;Rua Um A;ES
29172688;Praia da Baleia;Serra;Rua Dois;ES
29172689;Praia da Baleia;Serra;Rua Três;ES
29172691;Praia da Baleia;Serra;Rua José de Alencar;ES
29172692;Praia da Baleia;Serra;Rua Dois A;ES
29172693;Praia da Baleia;Serra;Rua Pernambuco;ES
29172694;Praia da Baleia;Serra;Rua Gonçalves Dias;ES
29172696;Praia da Baleia;Serra;Rua Espírito Santo;ES
29172697;Praia da Baleia;Serra;Rua Rio de Janeiro;ES
29172698;Praia da Baleia;Serra;Rua Rio Grande do Norte;ES
29172699;Praia da Baleia;Serra;Rua Nestor Gomes;ES
29172701;Praia da Baleia;Serra;Rua dos Eucaliptos;ES
29172702;Praia da Baleia;Serra;Rua Cida;ES
29172703;Praia da Baleia;Serra;Rua Guararapes;ES
29172704;Praia da Baleia;Serra;Rua Florentino Avidos;ES
29172706;Praia da Baleia;Serra;Rua Joaquim Barbosa;ES
29172707;Praia da Baleia;Serra;Rua Cassiano Castelo;ES
29172708;Praia da Baleia;Serra;Rua Ceciliano Abel de Almeida;ES
29172709;Praia da Baleia;Serra;Rua Senhor do Bonfim;ES
29172711;Praia da Baleia;Serra;Rua Tiradentes;ES
29172712;Praia da Baleia;Serra;Rua Manoel Duarte;ES
29172713;Praia da Baleia;Serra;Rua Maria Ortiz;ES
29172714;Praia da Baleia;Serra;Rua Cândida do Rosário;ES
29172716;Praia da Baleia;Serra;Rua Monsenhor Luiz Cláudio;ES
29172717;Praia da Baleia;Serra;Rua Aimorés;ES
29172718;Praia da Baleia;Serra;Rua Potiguar;ES
29172719;Praia da Baleia;Serra;Rua Arco e Flexa;ES
29172721;Praia da Baleia;Serra;Rua Manoel Aruanda;ES
29172722;Praia da Baleia;Serra;Rua João Dalmácio Castelo;ES
29172723;Praia da Baleia;Serra;Travessa Rio de Janeiro;ES
29172724;Praia da Baleia;Serra;Travessa José de Aruanda I;ES
29172726;Praia da Baleia;Serra;Travessa Manoel Aruanda II;ES
29172727;Praia da Baleia;Serra;Rua da Esperança;ES
29172731;Praia da Baleia;Serra;Rua R;ES
29173000;Manguinhos;Serra;Avenida Atapoã;ES
29173001;Manguinhos;Serra;Rua Gota D'Água;ES
29173005;Manguinhos;Serra;Rua Alma do Tempo;ES
29173006;Manguinhos;Serra;Rua Beira Rio;ES
29173007;Manguinhos;Serra;Avenida Sagarana;ES
29173009;Manguinhos;Serra;Avenida 15 de Novembro;ES
29173014;Manguinhos;Serra;Rua Fazendeiro do Ar;ES
29173015;Manguinhos;Serra;Rua Encontro Marcado;ES
29173016;Manguinhos;Serra;Rua Borboleta Amarela;ES
29173019;Manguinhos;Serra;Avenida 8 de Setembro;ES
29173022;Manguinhos;Serra;Rua Eucalipto;ES
29173024;Manguinhos;Serra;Rua Cerejeira;ES
29173026;Manguinhos;Serra;Rua Camará;ES
29173028;Manguinhos;Serra;Rua Babaçu;ES
29173030;Manguinhos;Serra;Avenida Ipê;ES
29173031;Manguinhos;Serra;Rua Araçá;ES
29173032;Manguinhos;Serra;Rua Bambu;ES
29173033;Manguinhos;Serra;Rua Embaúba;ES
29173035;Manguinhos;Serra;Rua Casuarina;ES
29173036;Manguinhos;Serra;Rua Abel de Oliveira Lima;ES
29173037;Manguinhos;Serra;Avenida Desembargador Cassiano Castelo;ES
29173039;Manguinhos;Serra;Avenida Mestre Álvaro;ES
29173040;Manguinhos;Serra;Avenida August Saint Hilaire;ES
29173046;Manguinhos;Serra;Avenida 23 de Maio;ES
29173047;Manguinhos;Serra;Avenida Manguinhos;ES
29173048;Manguinhos;Serra;Rua Francisco Lacerda de Aguiar;ES
29173049;Manguinhos;Serra;Avenida Bicanga;ES
29173051;Manguinhos;Serra;Alameda Jorge Monteiro de Carvalho;ES
29173054;Manguinhos;Serra;Rua Granvalino da Silva;ES
29173055;Manguinhos;Serra;Rua Dacílio Batalha;ES
29173063;Manguinhos;Serra;Avenida Norelina Maria dos Santos;ES
29173064;Manguinhos;Serra;Rua Geraldo Costa Alves;ES
29173065;Manguinhos;Serra;Rua Elpídio Pimentel;ES
29173066;Manguinhos;Serra;Rua Cesar Gama;ES
29173068;Manguinhos;Serra;Rua Dom Benedito;ES
29173069;Manguinhos;Serra;Avenida Ceciliano Abel de Almeida;ES
29173071;Manguinhos;Serra;Rua Anthero João Braido;ES
29173075;Manguinhos;Serra;Rua dos Apóstolos;ES
29173079;Manguinhos;Serra;Avenida Desembargador Edson Queiroz do Vale;ES
29173081;Manguinhos;Serra;Rua Desbravamento da Selva;ES
29173082;Manguinhos;Serra;Avenida Raul Ribeiro;ES
29173084;Manguinhos;Serra;Alameda São Nicolau;ES
29173087;Manguinhos;Serra;Rodovia ES-010;ES
29173089;Manguinhos;Serra;Avenida A;ES
29173096;Manguinhos;Serra;Rua da Castanheira;ES
29173097;Manguinhos;Serra;Rua Aristides Octávio Alves Cruz;ES
29173111;Manguinhos;Serra;Rua Dois (Lot A de Manguinhos);ES
29173114;Manguinhos;Serra;Rua Cinco (Lot A de Manguinhos);ES
29173119;Manguinhos;Serra;Rua Dez (Lot A de Manguinhos);ES
29173121;Manguinhos;Serra;Rua Doze (Lot A de Manguinhos);ES
29173510;Costa Bela;Serra;Avenida Abido Saadi;ES
29173512;Costa Bela;Serra;Rua das Codornas;ES
29173513;Costa Bela;Serra;Rua das Perdizes;ES
29173514;Costa Bela;Serra;Rua das Gaivotas;ES
29173515;Costa Bela;Serra;Rua dos Canários;ES
29173516;Costa Bela;Serra;Rua dos Beija-Flores;ES
29173517;Costa Bela;Serra;Rua dos Bem-te-vis;ES
29173518;Costa Bela;Serra;Rua dos Pelicanos;ES
29173519;Costa Bela;Serra;Rua dos Papagaios;ES
29173520;Costa Bela;Serra;Rua das Marrecas;ES
29173522;Costa Bela;Serra;Rua dos Sabiás;ES
29173523;Costa Bela;Serra;Rua das Siriemas;ES
29173526;Costa Bela;Serra;Rua das Rolinhas;ES
29173527;Costa Bela;Serra;Rua dos Pombos;ES
29173528;Costa Bela;Serra;Rua dos Chorões;ES
29173529;Costa Bela;Serra;Rua dos Guarás;ES
29173531;Costa Bela;Serra;Rua dos Gaturamos;ES
29173532;Costa Bela;Serra;Rua dos Jacamins;ES
29173533;Costa Bela;Serra;Rua dos Joões-de-Barro;ES
29173534;Costa Bela;Serra;Rua dos Jaós;ES
29173535;Costa Bela;Serra;Rua das Cegonhas;ES
29173536;Costa Bela;Serra;Rua dos Periquitos;ES
29173537;Costa Bela;Serra;Rua das Andorinhas;ES
29173538;Costa Bela;Serra;Rua dos Azulões;ES
29173539;Costa Bela;Serra;Rua dos Tucanos;ES
29173540;Costa Bela;Serra;Rua dos Uirapurus;ES
29173541;Costa Bela;Serra;Rua dos Rouxinóis;ES
29173542;Costa Bela;Serra;Rua dos Tico-Ticos;ES
29173543;Costa Bela;Serra;Rua das Saíras;ES
29173544;Costa Bela;Serra;Rua dos Tururins;ES
29173546;Costa Bela;Serra;Rua das Fragatas;ES
29173547;Costa Bela;Serra;Avenida Albatroz;ES
29173548;Costa Bela;Serra;Rua dos Colibris;ES
29173549;Costa Bela;Serra;Rua dos Inhambus;ES
29173551;Costa Bela;Serra;Rua dos Sanhaços;ES
29173552;Costa Bela;Serra;Rua das Sururinas;ES
29173553;Costa Bela;Serra;Rua dos Curiangos;ES
29173554;Costa Bela;Serra;Rua dos Flamingos;ES
29173555;Costa Bela;Serra;Rua dos Irerês;ES
29173556;Costa Bela;Serra;Rua dos Pardais;ES
29173557;Costa Bela;Serra;Avenida das Garças;ES
29173558;Costa Bela;Serra;Avenida das Araras;ES
29173559;Costa Bela;Serra;Avenida das Arapongas;ES
29173560;Costa Bela;Serra;Rua das Cotovias;ES
29173564;Costa Bela;Serra;Rua dos Macucos;ES
29173660;Praia de Capuba;Serra;Rua Dolores Araújo de Oliveira;ES
29173661;Praia de Capuba;Serra;Rua 15 de Novembro;ES
29173662;Praia de Capuba;Serra;Rua 25 de Março;ES
29173663;Praia de Capuba;Serra;Rua 8 de Setembro;ES
29173664;Praia de Capuba;Serra;Rua Antônio Feu Rosa;ES
29173665;Praia de Capuba;Serra;Rua 21 de Abril;ES
29173666;Praia de Capuba;Serra;Rua Coqueiros;ES
29173667;Praia de Capuba;Serra;Rua Santa Helena;ES
29173668;Praia de Capuba;Serra;Rua Sumaré;ES
29173669;Praia de Capuba;Serra;Rua Edmilson Varejão;ES
29173670;Praia de Capuba;Serra;Rua Firmino Varejão;ES
29173671;Praia de Capuba;Serra;Rua Dinah Feu Rosa;ES
29173672;Praia de Capuba;Serra;Rua Aristóteles Passos Costa;ES
29173673;Praia de Capuba;Serra;Rua Sérgio Porto;ES
29173674;Praia de Capuba;Serra;Rua Engenheiro Luiz Derenze;ES
29173675;Praia de Capuba;Serra;Rua Dilson Bitencourt Feu;ES
29173676;Praia de Capuba;Serra;Rua Cícero Chaves;ES
29173677;Praia de Capuba;Serra;Rua Ignácio Trancoso;ES
29173678;Praia de Capuba;Serra;Rua Hilderico Araújo;ES
29173679;Praia de Capuba;Serra;Rua Virgínia da Penha Varejão;ES
29173680;Praia de Capuba;Serra;Rua Vitória Feu Rosa;ES
29173681;Praia de Capuba;Serra;Rua Dona Jamila;ES
29173682;Praia de Capuba;Serra;Rua Ana Rodrigues Trancoso;ES
29173683;Praia de Capuba;Serra;Rua Doutor Francisco Otaviano Chaves;ES
29173684;Praia de Capuba;Serra;Rua Manoel Xavier Paes Barreto;ES
29173685;Praia de Capuba;Serra;Rua Icaraí;ES
29173686;Praia de Capuba;Serra;Rua Monte Belo;ES
29173687;Praia de Capuba;Serra;Rua João Milton Varejão;ES
29173688;Praia de Capuba;Serra;Avenida Abido Saadi;ES
29173689;Praia de Capuba;Serra;Rua das Nações;ES
29173691;Praia de Capuba;Serra;Rua 1º de Maio;ES
29173692;Praia de Capuba;Serra;Rua Padre José de Anchieta;ES
29173693;Praia de Capuba;Serra;Rua Wilson Martins Moreira;ES
29173694;Praia de Capuba;Serra;Rua Dom Fernando;ES
29173695;Praia de Capuba;Serra;Rua Itanguá;ES
29173696;Praia de Capuba;Serra;Travessa Santa Helena;ES
29173697;Praia de Capuba;Serra;Rua Santa Cruz;ES
29173700;Praia de Capuba;Serra;Rua Moacir Fraga;ES
29173701;Praia de Capuba;Serra;Rua São Paulo;ES
29173702;Praia de Capuba;Serra;Rua Porto Alegre;ES
29173703;Praia de Capuba;Serra;Rua Maria da Penha Varejão;ES
29173704;Praia de Capuba;Serra;Rua São Pedro;ES
29173705;Praia de Capuba;Serra;Rua São Benedito;ES
29173706;Praia de Capuba;Serra;Rua Malibu;ES
29173707;Praia de Capuba;Serra;Rua Santa Terezinha;ES
29173708;Praia de Capuba;Serra;Rua Manoel Ribeiro Braga;ES
29173709;Praia de Capuba;Serra;Rua Ida Bitencourt Feu;ES
29173710;Praia de Capuba;Serra;Rua Ceciliano Deodoro Varejão;ES
29173720;Praia de Capuba;Serra;Rua Manoel Francisco Feu Subtil;ES
29173730;Portal de Jacaraípe;Serra;Avenida Desembargador Antônio José Miguel Feu Rosa;ES
29173731;Portal de Jacaraípe;Serra;Rua Machado de Assis;ES
29173735;Portal de Jacaraípe;Serra;Rua Austrália;ES
29173736;Portal de Jacaraípe;Serra;Rua Bélgica;ES
29173737;Portal de Jacaraípe;Serra;Avenida Raul Leão Castello;ES
29173738;Portal de Jacaraípe;Serra;Rua Quênia;ES
29173739;Portal de Jacaraípe;Serra;Rua Natalino Ribeiro;ES
29173740;Portal de Jacaraípe;Serra;Rua Projetada 1;ES
29173741;Portal de Jacaraípe;Serra;Rua San Marinho;ES
29173745;Portal de Jacaraípe;Serra;Rua Canadá;ES
29173750;Portal de Jacaraípe;Serra;Rua Alberto Sartório;ES
29173755;Portal de Jacaraípe;Serra;Rua Dinamarca;ES
29173765;Portal de Jacaraípe;Serra;Rua Egito;ES
29173775;Portal de Jacaraípe;Serra;Rua França;ES
29173780;Portal de Jacaraípe;Serra;Rua Maria de Lourdes Ferrari Campo;ES
29173785;Portal de Jacaraípe;Serra;Rua Grécia;ES
29173795;Portal de Jacaraípe;Serra;Avenida Talma Rodrigues Ribeiro;ES
29173805;Portal de Jacaraípe;Serra;Rua Hawaí;ES
29173815;Portal de Jacaraípe;Serra;Rua Itália;ES
29173825;Portal de Jacaraípe;Serra;Rua Japão;ES
29173830;Portal de Jacaraípe;Serra;Avenida Lagoa Juara;ES
29173832;Portal de Jacaraípe;Serra;Rua Líbano;ES
29173833;Portal de Jacaraípe;Serra;Rua México;ES
29173834;Portal de Jacaraípe;Serra;Rua Noruega;ES
29173835;Portal de Jacaraípe;Serra;Rua Korea;ES
29173836;Portal de Jacaraípe;Serra;Rua Ozaka;ES
29173837;Portal de Jacaraípe;Serra;Rua Portugal;ES
29173839;Portal de Jacaraípe;Serra;Rua Rússia;ES
29175005;São Patrício;Serra;Rua Esmeralda;ES
29175006;São Patrício;Serra;Rua Turmalina;ES
29175007;São Patrício;Serra;Rua Kaffa Saad;ES
29175010;São Patrício;Serra;Avenida Safira;ES
29175015;São Patrício;Serra;Rua Quartzo;ES
29175017;São Patrício;Serra;Avenida Lagoa Juara;ES
29175025;São Patrício;Serra;Rua Ametista;ES
29175027;São Patrício;Serra;Rua do Lírio;ES
29175030;São Patrício;Serra;Rua São Paulo;ES
29175032;São Patrício;Serra;Rua das Rosas;ES
29175035;São Patrício;Serra;Rua Ágata;ES
29175037;São Patrício;Serra;Rua das Alpinas;ES
29175040;São Patrício;Serra;Rua Turquesa;ES
29175042;São Patrício;Serra;Rua da Begônia;ES
29175045;São Patrício;Serra;Rua Rubi;ES
29175047;São Patrício;Serra;Rua das Columbinas;ES
29175050;São Patrício;Serra;Rua Cristal;ES
29175052;São Patrício;Serra;Rua da Betúnia;ES
29175055;São Patrício;Serra;Rua Topázio;ES
29175057;São Patrício;Serra;Rua do Jasmim;ES
29175060;São Patrício;Serra;Rua Jaspe;ES
29175062;São Patrício;Serra;Rua das Gardênias;ES
29175065;São Patrício;Serra;Rua Diamante;ES
29175067;São Patrício;Serra;Rua do Cravo;ES
29175070;São Patrício;Serra;Rua Opala;ES
29175072;São Patrício;Serra;Rua Ângelo Pretti;ES
29175077;São Patrício;Serra;Rua das Angélicas;ES
29175080;São Patrício;Serra;Rua Água Marinha;ES
29175083;São Patrício;Serra;Rua da Magnólia;ES
29175085;São Patrício;Serra;Rua Ônix;ES
29175090;São Patrício;Serra;Rua Jade;ES
29175100;Estância Monazítica;Serra;Avenida Nossa Senhora dos Navegantes;ES
29175104;Estância Monazítica;Serra;Rua dos Jasmins;ES
29175105;Estância Monazítica;Serra;Rua dos Cravos;ES
29175106;Estância Monazítica;Serra;Rua das Orquídeas;ES
29175107;Estância Monazítica;Serra;Rua das Acácias;ES
29175108;Estância Monazítica;Serra;Rua das Angélicas;ES
29175109;Estância Monazítica;Serra;Rua Alecrim;ES
29175110;Estância Monazítica;Serra;Avenida Abido Saadi;ES
29175111;Estância Monazítica;Serra;Rua Salvador;ES
29175112;Estância Monazítica;Serra;Rua Belo Horizonte;ES
29175116;Estância Monazítica;Serra;Rua Vitória;ES
29175117;Estância Monazítica;Serra;Rua Rio Grande do Sul;ES
29175118;Estância Monazítica;Serra;Rua Paraná;ES
29175119;Estância Monazítica;Serra;Rua Manaus;ES
29175120;Estância Monazítica;Serra;Rua das Margaridas;ES
29175121;Estância Monazítica;Serra;Rua Minas Gerais;ES
29175122;Estância Monazítica;Serra;Rua Santa Maria;ES
29175124;Estância Monazítica;Serra;Rua Santa Lúcia;ES
29175125;Estância Monazítica;Serra;Rua Espírito Santo;ES
29175126;Estância Monazítica;Serra;Rua das Violetas;ES
29175127;Estância Monazítica;Serra;Rua das Estrelas;ES
29175128;Estância Monazítica;Serra;Rua Lírio dos Vales;ES
29175129;Estância Monazítica;Serra;Rua dos Ipês;ES
29175135;Estância Monazítica;Serra;Rua Alagoas;ES
29175137;Estância Monazítica;Serra;Rua Bahia;ES
29175139;Estância Monazítica;Serra;Rua Santa Catarina;ES
29175140;Estância Monazítica;Serra;Rua São Paulo;ES
29175140;Estância Monazítica;Serra;Rua São Paulo;ES
29175141;Estância Monazítica;Serra;Rua Mato Grosso;ES
29175143;Estância Monazítica;Serra;Rua Pará;ES
29175145;Estância Monazítica;Serra;Rua Marília Rezende Coutinho;ES
29175147;Estância Monazítica;Serra;Rua Pernambuco;ES
29175149;Estância Monazítica;Serra;Rua Goiás;ES
29175151;Estância Monazítica;Serra;Rua Maranhão;ES
29175161;Costa Dourada;Serra;Rua Arthur Bernardes;ES
29175162;Costa Dourada;Serra;Rua Procópio Camargo;ES
29175163;Costa Dourada;Serra;Rua Bariri;ES
29175164;Costa Dourada;Serra;Rua das Rosas;ES
29175165;Costa Dourada;Serra;Rua Doutor Pedro Feu Rosa;ES
29175166;Costa Dourada;Serra;Rua dos Girassóis;ES
29175167;Costa Dourada;Serra;Rua Paraguaçu;ES
29175168;Costa Dourada;Serra;Rua Rosa Maria;ES
29175169;Costa Dourada;Serra;Rua Custódio Guimarães;ES
29175170;Costa Dourada;Serra;Rua Clóvis Camargo;ES
29175171;Costa Dourada;Serra;Rua Maria Moreira Camargo;ES
29175172;Costa Dourada;Serra;Rua Santo Antônio;ES
29175173;Costa Dourada;Serra;Avenida Lagoa Juara;ES
29175174;Costa Dourada;Serra;Rua Santa Lúcia;ES
29175175;Costa Dourada;Serra;Rua Kaffa Saad;ES
29175176;Costa Dourada;Serra;Rua Wenceslau Brás;ES
29175177;Costa Dourada;Serra;Rua Tupã;ES
29175178;Costa Dourada;Serra;Rua Celestino Abaurre;ES
29175179;Costa Dourada;Serra;Rua Augusto de Barros;ES
29175180;Costa Dourada;Serra;Rua Guaraciaba;ES
29175181;Costa Dourada;Serra;Rua Caramuru;ES
29175182;Costa Dourada;Serra;Rua Custódio S. Varejão;ES
29175183;Costa Dourada;Serra;Rua Lourival Nunes;ES
29175184;Costa Dourada;Serra;Rua Paulo J. Aboudib;ES
29175185;Costa Dourada;Serra;Rua Jacyra;ES
29175186;Costa Dourada;Serra;Rua Guaracy;ES
29175187;Costa Dourada;Serra;Rua Jupira;ES
29175188;Costa Dourada;Serra;Rua Guacyra;ES
29175189;Costa Dourada;Serra;Rua dos Mineiros;ES
29175201;São Francisco;Serra;Rua José Manoel Maioli;ES
29175203;São Francisco;Serra;Rua Sacramento;ES
29175204;São Francisco;Serra;Rua Espírito Santo;ES
29175205;São Francisco;Serra;Rua Trindade;ES
29175206;São Francisco;Serra;Rua Eglif de Negreiros;ES
29175207;São Francisco;Serra;Rua Donaldison da Rocha Barros;ES
29175208;São Francisco;Serra;Rua São Sebastião;ES
29175210;São Francisco;Serra;Avenida São Francisco;ES
29175212;São Francisco;Serra;Rua São Jorge;ES
29175213;São Francisco;Serra;Rua Santo Antônio;ES
29175214;São Francisco;Serra;Rua Santa Inês;ES
29175215;São Francisco;Serra;Rua São Cristovão;ES
29175216;São Francisco;Serra;Rua Santa Joana;ES
29175217;São Francisco;Serra;Avenida Jacaraípe;ES
29175219;São Francisco;Serra;Rua Todos os Santos;ES
29175220;São Francisco;Serra;Rua Santa Cecília;ES
29175221;São Francisco;Serra;Rua São Paulo;ES
29175222;São Francisco;Serra;Rua Santa Lúcia;ES
29175223;São Francisco;Serra;Rua São Lucas;ES
29175224;São Francisco;Serra;Rua Santa Luzia;ES
29175225;São Francisco;Serra;Rua São José;ES
29175226;São Francisco;Serra;Rua Santa Rita;ES
29175227;São Francisco;Serra;Rua São Pedro;ES
29175228;São Francisco;Serra;Rua Santa Maria;ES
29175229;São Francisco;Serra;Rua Nossa Senhora da Conceição;ES
29175230;São Francisco;Serra;Rua João Germano de Mello;ES
29175234;São Francisco;Serra;Avenida Abido Saadi;ES
29175235;São Francisco;Serra;Avenida Nossa Senhora dos Navegantes;ES
29175236;São Francisco;Serra;Rua Santa Mariana;ES
29175237;São Francisco;Serra;Rua do Rosário;ES
29175250;Jardim Atlântico;Serra;Rua Caiobás;ES
29175251;Jardim Atlântico;Serra;Rua Bariri;ES
29175252;Jardim Atlântico;Serra;Rua Paraguaçu;ES
29175253;Jardim Atlântico;Serra;Rua Jacyra;ES
29175254;Jardim Atlântico;Serra;Rua Guaracy;ES
29175255;Jardim Atlântico;Serra;Rua Jupira;ES
29175256;Jardim Atlântico;Serra;Rua Guacyra;ES
29175257;Jardim Atlântico;Serra;Rua Caramuru;ES
29175258;Jardim Atlântico;Serra;Rua Tupi;ES
29175259;Jardim Atlântico;Serra;Rua Tupã;ES
29175260;Jardim Atlântico;Serra;Rua Diacuí;ES
29175261;Jardim Atlântico;Serra;Rua Jequié;ES
29175262;Jardim Atlântico;Serra;Rua São Paulo;ES
29175263;Jardim Atlântico;Serra;Avenida Todos os Santos;ES
29175264;Jardim Atlântico;Serra;Rua Alagoas;ES
29175265;Jardim Atlântico;Serra;Rua Santa Luzia;ES
29175266;Jardim Atlântico;Serra;Rua Santa Rita;ES
29175268;Jardim Atlântico;Serra;Rua João Germano de Mello;ES
29175269;Jardim Atlântico;Serra;Avenida Abido Saadi;ES
29175270;Jardim Atlântico;Serra;Avenida Nossa Senhora dos Navegantes;ES
29175271;Jardim Atlântico;Serra;Avenida Minas Gerais;ES
29175272;Jardim Atlântico;Serra;Rua Doutor Pedro Feu Rosa;ES
29175273;Jardim Atlântico;Serra;Rua Santa Maria;ES
29175274;Jardim Atlântico;Serra;Rua Santo Antônio;ES
29175276;Jardim Atlântico;Serra;Rua Santa Lúcia;ES
29175277;Jardim Atlântico;Serra;Rua Guaraciaba;ES
29175278;Jardim Atlântico;Serra;Rua Santa Cecília;ES
29175279;Jardim Atlântico;Serra;Rua São Daniel;ES
29175300;Enseada de Jacaraípe;Serra;Rua Mário Trevisani;ES
29175301;Enseada de Jacaraípe;Serra;Rua Antônio Scórcio Cerqueira;ES
29175302;Enseada de Jacaraípe;Serra;Rua Humberto Guerra;ES
29175303;Enseada de Jacaraípe;Serra;Rua Dinísio Linhares;ES
29175304;Enseada de Jacaraípe;Serra;Rua João Marchioli;ES
29175305;Enseada de Jacaraípe;Serra;Rua Isidoro Linhares;ES
29175306;Enseada de Jacaraípe;Serra;Rua Ernesto Morandi;ES
29175307;Enseada de Jacaraípe;Serra;Rua Marcelo Serafini;ES
29175308;Enseada de Jacaraípe;Serra;Rua José Arrivabeni;ES
29175309;Enseada de Jacaraípe;Serra;Rua Jacob Filho;ES
